3.453999999999999915e+01;2.590500000000000114e+02
6.907999999999999829e+01;2.763199999999999932e+02
1.036200000000000045e+02;2.590500000000000114e+02
1.208900000000000006e+02;2.417800000000000011e+02
1.381599999999999966e+02;2.763199999999999932e+02
1.726999999999999886e+02;2.417800000000000011e+02
1.554300000000000068e+02;2.072400000000000091e+02
1.208900000000000006e+02;2.072400000000000091e+02
8.634999999999999432e+01;2.245099999999999909e+02
6.907999999999999829e+01;1.899699999999999989e+02
8.634999999999999432e+01;1.726999999999999886e+02
1.208900000000000006e+02;1.726999999999999886e+02
1.554300000000000068e+02;1.726999999999999886e+02
1.381599999999999966e+02;1.208900000000000006e+02
1.036200000000000045e+02;1.381599999999999966e+02
6.907999999999999829e+01;1.381599999999999966e+02
5.181000000000000227e+01;1.554300000000000068e+02
3.453999999999999915e+01;1.208900000000000006e+02
6.907999999999999829e+01;1.036200000000000045e+02
5.181000000000000227e+01;6.907999999999999829e+01
1.036200000000000045e+02;6.907999999999999829e+01
1.036200000000000045e+02;1.036200000000000045e+02
1.381599999999999966e+02;8.634999999999999432e+01
1.381599999999999966e+02;5.181000000000000227e+01
1.381599999999999966e+02;1.726999999999999957e+01
1.726999999999999886e+02;1.726999999999999957e+01
1.726999999999999886e+02;5.181000000000000227e+01
1.726999999999999886e+02;8.634999999999999432e+01
1.726999999999999886e+02;1.381599999999999966e+02
2.072400000000000091e+02;1.036200000000000045e+02
2.245099999999999909e+02;1.208900000000000006e+02
2.590500000000000114e+02;1.036200000000000045e+02
2.763199999999999932e+02;1.208900000000000006e+02
3.108600000000000136e+02;1.208900000000000006e+02
2.935899999999999750e+02;8.634999999999999432e+01
2.763199999999999932e+02;6.907999999999999829e+01
2.417800000000000011e+02;5.181000000000000227e+01
2.417800000000000011e+02;8.634999999999999432e+01
2.072400000000000091e+02;6.907999999999999829e+01
2.245099999999999909e+02;3.453999999999999915e+01
2.417800000000000011e+02;0.000000000000000000e+00
2.763199999999999932e+02;1.726999999999999957e+01
2.935899999999999750e+02;0.000000000000000000e+00
3.281299999999999955e+02;1.726999999999999957e+01
2.935899999999999750e+02;3.453999999999999915e+01
3.281299999999999955e+02;5.181000000000000227e+01
3.453999999999999773e+02;3.453999999999999915e+01
3.799399999999999977e+02;1.726999999999999957e+01
4.144800000000000182e+02;5.181000000000000227e+01
4.317500000000000000e+02;5.181000000000000227e+01
4.490199999999999818e+02;8.634999999999999432e+01
4.317500000000000000e+02;8.634999999999999432e+01
3.972099999999999795e+02;1.036200000000000045e+02
3.799399999999999977e+02;6.907999999999999829e+01
3.453999999999999773e+02;8.634999999999999432e+01
3.626700000000000159e+02;1.208900000000000006e+02
3.626700000000000159e+02;1.554300000000000068e+02
3.281299999999999955e+02;1.554300000000000068e+02
2.935899999999999750e+02;1.554300000000000068e+02
3.108600000000000136e+02;1.899699999999999989e+02
2.935899999999999750e+02;2.072400000000000091e+02
3.281299999999999955e+02;2.245099999999999909e+02
3.626700000000000159e+02;2.245099999999999909e+02
3.453999999999999773e+02;1.899699999999999989e+02
3.799399999999999977e+02;2.072400000000000091e+02
3.972099999999999795e+02;1.726999999999999886e+02
3.972099999999999795e+02;1.381599999999999966e+02
4.317500000000000000e+02;1.208900000000000006e+02
4.662899999999999636e+02;1.208900000000000006e+02
5.008299999999999841e+02;1.208900000000000006e+02
5.008299999999999841e+02;1.554300000000000068e+02
4.662899999999999636e+02;1.554300000000000068e+02
4.317500000000000000e+02;1.554300000000000068e+02
4.317500000000000000e+02;1.899699999999999989e+02
4.144800000000000182e+02;2.245099999999999909e+02
3.972099999999999795e+02;2.417800000000000011e+02
4.317500000000000000e+02;2.590500000000000114e+02
4.144800000000000182e+02;2.763199999999999932e+02
4.144800000000000182e+02;3.108600000000000136e+02
3.799399999999999977e+02;3.281299999999999955e+02
3.799399999999999977e+02;2.935899999999999750e+02
3.453999999999999773e+02;2.590500000000000114e+02
3.281299999999999955e+02;2.935899999999999750e+02
3.108600000000000136e+02;2.590500000000000114e+02
2.935899999999999750e+02;2.935899999999999750e+02
2.763199999999999932e+02;3.281299999999999955e+02
2.763199999999999932e+02;3.626700000000000159e+02
2.417800000000000011e+02;3.453999999999999773e+02
2.417800000000000011e+02;3.108600000000000136e+02
2.417800000000000011e+02;2.763199999999999932e+02
